通稱,name,scientificName,chineseName,attribute,described,distribution
天龍二葉松,Pinus fragilissima,,,,,
馬尾松;松柏;臺灣赤松;松蘿,Pinus massoniana,,,,,
臺灣五葉松;玉山松;短毛松;山松柏,Pinus morrisonicola,,,,,
臺灣二葉松;黃山松,Pinus taiwanensis,,,,,
蘭嶼風藤,Piper arborescens,,,,,
荖藤,Piper betle,,,,,
多脈風藤,Piper interruptum var. multinervum,,,,,
風藤,Piper kadsura,,,,,
恒春風藤,Piper kawakamii,,,,,
綠島風藤,Piper kwashoense,,,,,
假蒟,Piper sarmentosum,,,,,
薄葉風藤,Piper sintenense,,,,,
臺灣荖藤,Piper taiwanense,,,,,
臺灣胡椒,Piper umbellatum,,,,,
純頭落芒草,Piptatherum kuoi,,,,,
落尾麻,Pipturus arborescens,,,,,
腺果藤;刺藤;腺果水冬瓜;齒托,Pisonia aculeata,,,,,
無刺藤;白避霜花;痲瘋桐,Pisonia grandis,,,,,
皮孫木,Pisonia umbellifera,,,,,
黃連木,Pistacia chinensis,,,,,
大萍;大蕊萍;大蓮;水芙蓉,Pistia stratiotes,,,,,
豌豆,Pisum sativum,,,,,
大葉海桐,Pittosporum daphniphylloides,,,,,
疏果海桐,Pittosporum illicioides,,,,,
細葉疏果海桐,Pittosporum illicioides var. angustifolium,,,,,
疏果海桐,Pittosporum illicioides var. illicioides,,,,,
蘭嶼海桐,Pittosporum moluccanum,,,,,
七里香;臺灣海桐,Pittosporum pentandrum,,,,,
海桐,Pittosporum tobira,,,,,
蘭嶼山欖,Planchonella duclitan,,,,,
山欖;樹青,Planchonella obovata,,,,,
車前草,Plantago asiatica,,,,,
長葉車前草,Plantago lanceolata,,,,,
巨葉車前草,Plantago macronipponica,,,,,
大車前草,Plantago major,,,,,
毛車前草,Plantago virginica,,,,,
短距粉蝶蘭,Platanthera brevicalcarata,,,,,
長葉蜻蛉蘭,Platanthera devolii,,,,,
長距粉蝶蘭,Platanthera longicalcarata,,,,,
惠粉蝶蘭,Platanthera mandarinorum subsp. formosana,,,,,
厚唇粉蝶蘭,Platanthera mandarinorum subsp. pachyglossa,,,,,
卵唇粉蝶蘭,Platanthera minor,,,,,
南投蜻蛉蘭,Platanthera nantousylvatica,,,,,
高山粉蝶蘭,Platanthera sachalinensis,,,,,
琉球蜻蛉蘭,Platanthera sonoharae,,,,,
狹唇粉蝶蘭,Platanthera stenoglossa,,,,,
陰粉蝶蘭;拉拉山舌唇蘭,Platanthera yangmeiensis,,,,,
頂頭花,Platostoma hispidum,,,,,
化香樹;臺灣化香樹,Platycarya strobilacea,,,,,
臺灣一葉蘭,Pleione bulbocodioides,,,,,
美洲闊苞菊,Pluchea carolinensis,,,,,
鯽魚膽;闊苞菊,Pluchea indica,,,,,
光梗闊苞菊,Pluchea pteropoda,,,,,
翼莖闊苞菊,Pluchea sagittalis,,,,,
藍雪花,Plumbago auriculata,,,,,
烏面馬,Plumbago zeylanica,,,,,
雞蛋花,Plumeria rubra,,,,,
白頂早熟禾,Poa acroleuca,,,,,
早熟禾,Poa annua,,,,,
扁桿早熟禾;拿大早熟禾,Poa compressa,,,,,
臺灣早熟禾,Poa formosae,,,,,
南湖大山早熟禾,Poa nankoensis,,,,,
,Poa nipponica,,,,,
草地早熟禾,Poa pratensis,,,,,
基隆早熟禾,Poa sphondylodes,,,,,
高山早熟禾,Poa taiwanicola,,,,,
高砂早熟禾,Poa takasagomontana,,,,,
細桿早熟禾,Poa tenuicula,,,,,
粗莖早熟禾;普通早熟禾,Poa trivialis,,,,,
蘭嶼羅漢松,Podocarpus costalis,,,,,
叢花百日青;菲律賓羅漢松,Podocarpus fasciculus,,,,,
大葉羅漢松,Podocarpus macrophyllus,,,,,
大葉羅漢松;大理羅漢松,Podocarpus macrophyllus var. macrophyllus,,,,,
小葉羅漢松;圓柏,Podocarpus macrophyllus var. maki,,,,,
桃實百日青;百日青;臺灣羅漢松,Podocarpus nakaii,,,,,
金絲草,Pogonatherum crinitum,,,,,
金髮草,Pogonatherum paniceum,,,,,
小鬚唇蘭,Pogonia minor,,,,,
耳葉刺蕊草;密花節節紅,Pogostemon auricularia,,,,,
到手香,Pogostemon cablin,,,,,
臺灣刺蕊草;節節紅;尖尾鳳,Pogostemon formosanus,,,,,
水虎尾,Pogostemon stellatus,,,,,
錐頭麻,Poikilospermum acuminata,,,,,
晚香玉,Polianthes tuberosa,,,,,
焦黃峨螺,Pollia fumosus,,,,,
杜若,Pollia japonica,,,,,
小杜若;川杜若,Pollia miranda,,,,,
莫利斯峨螺,Pollia mollis,,,,,
,Pollia rubiginosus,,,,,
叢林杜若;長花枝杜若;長柄杜若,Pollia secundiflora,,,,,
粗紋峨螺,Pollia undosus,,,,,
琉球暗羅,Polyalthia liukiuensis,,,,,
白鼓丁,Polycarpaea corymbosa,,,,,
,Polycarpon tetraphyllum,,,,,
巨葉花遠志,Polygala arcuata,,,,,
華南遠志,Polygala chinensis,,,,,
瓜子金,Polygala japonica,,,,,
圓錐花遠志,Polygala paniculata,,,,,
無柄花瓜子?,Polygala polifolia,,,,,
小扁豆,Polygala tatarinowii,,,,,
清水山黃精,Polygonatum chingshuishanianum,,,,,
萎蕤,Polygonatum odoratum var. pluriflorum,,,,,
扁蓄,Polygonum aviculare,,,,,
毛蓼,Polygonum barbatum,,,,,
頭花蓼,Polygonum capitatum,,,,,
火炭母草;清飯藤,Polygonum chinense,,,,,
櫻蓼,Polygonum conspicuum,,,,,
卷莖蓼,Polygonum convolvulus,,,,,
虎杖;黃藥子,Polygonum cuspidatum,,,,,
水紅骨蛇,Polygonum dichotomum,,,,,
高山蓼,Polygonum filicaule,,,,,
宜蘭蓼,Polygonum foliosum,,,,,
紅辣蓼,Polygonum glabrum,,,,,
長箭葉蓼,Polygonum hastatosagittatum,,,,,
水蓼,Polygonum hydropiper,,,,,
蠶繭草,Polygonum japonicum,,,,,
白苦柱,Polygonum lanatum,,,,,
早苗蓼,Polygonum lapathifolium,,,,,
睫穗蓼,Polygonum longisetum,,,,,
長戟葉蓼;鹿蹄草,Polygonum maackianum,,,,,
盤腺蓼,Polygonum micranthum,,,,,
小花蓼,Polygonum muricatum,,,,,
野蕎麥;尼泊爾蓼,Polygonum nepalense,,,,,
紅蓼;紅草,Polygonum orientale,,,,,
扛板歸;刺藜頭,Polygonum perfoliatum,,,,,
春蓼,Polygonum persicaria,,,,,
畢祿山蓼,Polygonum pilushanense,,,,,
假扁蓄;節花路蓼,Polygonum plebeium,,,,,
花蓼,Polygonum posumbu,,,,,
細葉雀翹,Polygonum praetermissum,,,,,
八字蓼;腺花毛蓼,Polygonum pubescens,,,,,
絨毛蓼,Polygonum pulchrum,,,,,
散血丹;玉山蓼,Polygonum runcinatum,,,,,
箭葉蓼,Polygonum sagittatum,,,,,
糙葉蓼;小早苗蓼,Polygonum scabrum,,,,,
刺蓼;廊茵,Polygonum senticosum,,,,,
戟葉蓼,Polygonum thunbergii,,,,,
細葉蓼,Polygonum trigonocarpum,,,,,
金線草,Polygonum virginatum var. filiforme,,,,,
香蓼;黏毛蓼,Polygonum viscosum,,,,,
棒頭草,Polypogon fugax,,,,,
長芒棒頭草,Polypogon monspeliensis,,,,,
福祿桐,Polyscias guilfoylei,,,,,
單序草,Polytrias indica,,,,,
黃繡球蘭,Pomatocalpa acuminata,,,,,
番龍眼,Pometia pinnata,,,,,
枳殼,Poncirus trifoliata,,,,,
紅小蝶蘭;奇菜紅門蘭;南湖紅門蘭,Ponerorchis kiraishiensis,,,,,
臺灣小蝶蘭;臺東紅門蘭;臺灣紅門蘭,Ponerorchis taiwanensis,,,,,
高山小蝶蘭;清水紅門蘭;高山紅門蘭,Ponerorchis takasago-montana,,,,,
,Ponerorchis tominagae,,,,,
紅班蘭,Ponerorchis tominagai,,,,,
松葉牡丹,Portulaca grandiflora,,,,,
馬齒莧,Portulaca oleracea,,,,,
馬齒牡丹,Portulaca oleracea var. granatus,,,,,
毛馬齒莧,Portulaca pilosa,,,,,
大花馬齒莧,Portulaca pilosa subsp. grandiflora,,,,,
毛馬齒莧,Portulaca pilosa subsp. pilosa,,,,,
沙生馬齒莧,Portulaca psammotropha,,,,,
四瓣馬齒莧,Portulaca quadrifida,,,,,
,Portulacaria afra,,,,,
馬藻,Potamogeton crispus,,,,,
冠果眼子菜,Potamogeton cristatus,,,,,
異匙葉藻,Potamogeton distinctus,,,,,
馬克眼子菜;微齒眼子菜,Potamogeton maackianus,,,,,
匙葉眼子菜,Potamogeton malaianus,,,,,
眼子菜,Potamogeton octandrus,,,,,
線葉藻,Potamogeton oxyphyllus,,,,,
龍鬚草,Potamogeton pectinatus,,,,,
柳絲藻,Potamogeton pusillus,,,,,
小花金梅,Potentilla amurensis,,,,,
委陵菜,Potentilla chinensis,,,,,
翻白草,Potentilla discolor,,,,,
玉山金梅,Potentilla leuconota,,,,,
高山翻白草,Potentilla matsumurae var. pilosa,,,,,
日本翻白草,Potentilla nipponica,,,,,
雪山翻白草,Potentilla tugitakensis,,,,,
假柚葉藤,Pothoidium lobbianum,,,,,
柚葉藤,Pothos chinensis,,,,,
臺灣石柑,Pothos warburgii,,,,,
臺灣老葉兒樹,Pourthiaea beauverdiana var. notabilis,,,,,
臺灣石楠,Pourthiaea lucida,,,,,
清水石楠,Pourthiaea villosa var. chingshuiensis,,,,,
小葉石楠,Pourthiaea villosa var. parvifolia,,,,,
加蜜蛋黃果,Pouteria caimito,,,,,
馬米果,Pouteria sapota,,,,,
水雞油,Pouzolzia elegans,,,,,
臺灣霧水葛,Pouzolzia taiwaniana,,,,,
霧水葛,Pouzolzia zeylanica,,,,,
貓腥草,Praxelis clematidea,,,,,
鋸葉貓腥草,Praxelis pauciflora,,,,,
恆春臭黃荊,Premna hengchunensis,,,,,
臭黃荊;小葉臭魚木,Premna microphylla,,,,,
八脈臭黃荊,Premna octonervia,,,,,
毛魚臭木,Premna odorata,,,,,
臭娘子,Premna serratifolia,,,,,
,Primula japonica,,,,,
報春花,Primula malacoides,,,,,
玉山櫻草,Primula miyabeana,,,,,
假皂莢,Prinsepia scandens,,,,,
烏來麻,Procris laevigata,,,,,
夏枯草,Prunella vulgaris subsp. asiatica,,,,,
高山夏枯草,Prunella vulgaris subsp. asiatica var. nanhutashanensis,,,,,
杏,Prunus armeniaca,,,,,
甜櫻桃,Prunus avium,,,,,
布氏稠李;橉木,Prunus buergeriana,,,,,
山櫻花;山櫻桃;緋櫻;鐘花櫻桃,Prunus campanulata,,,,,
蘭嶼野櫻花,Prunus grisea,,,,,
郁李,Prunus japonica,,,,,
太平山櫻花,Prunus matuurai,,,,,
梅,Prunus mume,,,,,
臺灣稠李;細齒稠李,Prunus obtusata,,,,,
桃,Prunus persica,,,,,
黑星櫻;墨點櫻桃;腺葉桂櫻,Prunus phaeosticta,,,,,
冬青葉桃仁,Prunus phaeosticta var. ilicifolia,,,,,
庭梅;毛柱郁李,Prunus pogonostyla,,,,,
中國李,Prunus salicina,,,,,
刺葉桂櫻,Prunus spinulosa,,,,,
霧社山櫻花,Prunus taiwaniana,,,,,
山白櫻,Prunus takasagomontana,,,,,
阿里山櫻花,Prunus transarisanensis,,,,,
黃土樹;大葉桂櫻,Prunus zippeliana,,,,,
假地膽草,Pseudelephantopus spicatus,,,,,
蒜香藤,Pseudocalymma alliaceum,,,,,
毛假蓬舅,Pseudoconyza viscosa,,,,,
大偽針茅,Pseudoraphis brunoniana,,,,,
日本矢竹;箭竹;矢竹,Pseudosasa japonica,,,,,
包籜箭竹;矢竹仔,Pseudosasa usawai,,,,,
臺灣黃杉;威氏帝杉;瀾滄黃杉,Pseudotsuga wilsoniana,,,,,
番石榴,Psidium guajava,,,,,
翼豆,Psophocarpus tetragonolobus,,,,,
補骨脂,Psoralea corylifolia,,,,,
蘭嶼九節木,Psychotria cephalophora,,,,,
琉球九節木,Psychotria manillensis,,,,,
九節木,Psychotria rubra,,,,,
拎壁龍;風不動藤,Psychotria serpens,,,,,
印度紫檀,Pterocarpus indicus,,,,,
臺灣山苦藚,Pterocypsela formosana,,,,,
鵝仔草,Pterocypsela indica,,,,,
恆春山苦藚,Pterocypsela × mansuensis,,,,,
翅子樹,Pterospermum niveum,,,,,
翼萼蔓,Pterygocalyx volubilis,,,,,
射葉椰子;細射葉椰子,Ptychosperma angustifolium,,,,,
海桃椰子,Ptychosperma elegans,,,,,
馬氏射葉椰子,Ptychosperma macarthurii,,,,,
大葛藤;鐮扁豆,Pueraria lobata subsp. thomsonii,,,,,
山葛,Pueraria montana,,,,,
假菜豆,Pueraria phaseoloides,,,,,
石榴,Punica granatum,,,,,
小花鉤牛膝;安旱莧,Pupalia micrantha,,,,,
密子豆,Pycnospora lutescens,,,,,
球穗扁莎,Pycreus flavidus,,,,,
多枝扁莎,Pycreus polystachyos,,,,,
矮扁莎,Pycreus pumilus,,,,,
紅鱗扁莎,Pycreus sanguinolentus,,,,,
墾丁扁莎;槽果扁莎,Pycreus sulcinux,,,,,
水社扁莎;禾狀扁莎,Pycreus unioloides,,,,,
,Pyracantha coccinea,,,,,
臺灣火刺木,Pyracantha koidzumii,,,,,
武威山烏皮茶,Pyrenaria buisanensis,,,,,
烏皮茶,Pyrenaria shinkoensis,,,,,
斑紋鹿蹄草;白永鹿蹄草;普通鹿蹄草,Pyrola albo-reticulata,,,,,
日本鹿蹄草,Pyrola japonica,,,,,
玉山鹿蹄草,Pyrola morrisonensis,,,,,
炮仗花,Pyrostegia venusta,,,,,
豆梨,Pyrus calleryana,,,,,
梨樹;沙梨,Pyrus pyrifolia,,,,,
臺灣野梨,Pyrus taiwanensis,,,,,
麻櫟,Quercus acutissima,,,,,
槲櫟,Quercus aliena,,,,,
孛孛櫟,Quercus aliena var. acutiserrata,,,,,
大槲樹,Quercus aliena var. aliena,,,,,
嶺南青剛櫟;嶺南椆,Quercus championii,,,,,
槲樹,Quercus dentata,,,,,
赤皮;赤皮椆;赤柯;石櫧,Quercus gilva,,,,,
思茅櫧櫟,Quercus glandulifera var. brevipetiolata,,,,,
青剛櫟;鐵椆;校欑;白校讚,Quercus glauca,,,,,
圓果青剛櫟,Quercus globosa,,,,,
灰背櫟;絨毛青岡,Quercus hypophaea,,,,,
錐果櫟;稠子;長果青剛,Quercus longinux,,,,,
森氏櫟;赤柯;校讚,Quercus morii,,,,,
捲斗櫟;金斗椆;紅校讚;毛果青剛;金斗櫟,Quercus pachyloma,,,,,
姥芽櫟;烏崗櫟,Quercus phillyrioides,,,,,
波緣葉櫟;波葉櫟,Quercus repandifolia,,,,,
狹葉櫟;狹葉高山櫟;臺灣窄葉青剛,Quercus salicina,,,,,
短柄枹櫟;青栲櫟;思茅櫧櫟,Quercus serrata var. brevipetiolata,,,,,
毽子櫟;雲山椆,Quercus sessilifolia,,,,,
高山櫟;刺葉櫟;AlpineOak,Quercus spinosa,,,,,
西班牙栓皮櫟,Quercus suber,,,,,
太魯閣櫟,Quercus tarokoensis,,,,,
塔塔加櫟;銳葉高山櫟,Quercus tatakaensis,,,,,
栓皮櫟;校力,Quercus variabilis,,,,,
使君子,Quisqualis indica,,,,,
山菜豆,Radermachera sinica,,,,,
臺北茜草樹;香楠,Randia canthioides,,,,,
茜草樹;龍蝦;茜樹,Randia cochinchinensis,,,,,
華茜草樹;雞爪?,Randia sinensis,,,,,
對面花;山石榴,Randia spinosa,,,,,
大果玉心花;嶺羅麥,Randia wallichii,,,,,
陸蓮花,Ranunculus asiaticus,,,,,
禺毛茛;水辣菜,Ranunculus cantoniensis,,,,,
掌葉毛莨,Ranunculus cheirophyllus,,,,,
茴茴蒜,Ranunculus chinensis,,,,,
蓬萊毛莨;南湖毛莨;疏花毛茛,Ranunculus formosa-montanus,,,,,
毛莨,Ranunculus japonicus,,,,,
高山毛莨;檜林毛莨,Ranunculus junipericola,,,,,
森氏毛莨;長柄毛莨,Ranunculus morii,,,,,
南湖毛莨,Ranunculus nankotaizanus,,,,,
石龍芮,Ranunculus sceleratus,,,,,
揚子毛茛;辣子草,Ranunculus sieboldii,,,,,
鉤柱毛茛,Ranunculus silerifolius,,,,,
鹿場毛莨;臺灣毛莨,Ranunculus taisanensis,,,,,
小毛莨;貓爪草,Ranunculus ternatus,,,,,
蘿蔔,Raphanus sativus,,,,,
濱萊菔,Raphanus sativus f. raphanistroides,,,,,
皺果薺,Rapistrum rugosum,,,,,
四??芙木,Rauvolfia tetraphylla,,,,,
蘿芙木,Rauvolfia verticillata,,,,,
旅人蕉,Ravenala madagascariensis,,,,,
臺灣梭羅樹,Reevesia formosana,,,,,
海濱莎,Remirea maritima,,,,,
臺灣目賊芋,Remusatia vivipara,,,,,
雲南岩芋,Remusatia yunnanensis,,,,,
,Rhamnus brachypoda,,,,,
清水鼠李,Rhamnus chingshuiensis var. chingshuiensis,,,,,
塔山鼠李,Rhamnus chingshuiensis var. tashanensis,,,,,
鈍齒鼠李,Rhamnus crenata,,,,,
桶鉤藤,Rhamnus formosana,,,,,
變葉鼠李,Rhamnus kanagusukii,,,,,
,Rhamnus liukiuensis,,,,,
中原氏鼠李,Rhamnus nakaharae,,,,,
小葉鼠李,Rhamnus parvifolia,,,,,
畢祿山鼠李,Rhamnus pilushanensis,,,,,
爬樹龍,Rhaphidophora decursiva,,,,,
香港針房藤,Rhaphidophora hongkongensis,,,,,
針房藤;爬樹龍,Rhaphidophora liukiuensis,,,,,
,Rhaphidophora taiwana,,,,,
刻脈石斑木,Rhaphiolepis impressivena,,,,,
恆春石斑木,Rhaphiolepis indica var. hiiranensis,,,,,
石斑木,Rhaphiolepis indica var. tashiroi,,,,,
厚葉石斑木,Rhaphiolepis indica var. umbellata,,,,,
棕竹;觀音棕竹,Rhapis excelsa,,,,,
犁地果,Rheedia edulis,,,,,
,Rhinacanthus nasutus,,,,,
紅海欖,Rhizophora stylosa,,,,,
南澳杜鵑;埔里杜鵑,Rhododendron breviperulatum,,,,,
棲蘭山杜鵑,Rhododendron chilanshanense,,,,,
丁香杜鵑,Rhododendron farrerae,,,,,
臺灣杜鵑,Rhododendron formosanum,,,,,
南湖杜鵑;小西氏杜鵑,Rhododendron hyperythrum,,,,,
烏來杜鵑,Rhododendron kanehirai,,,,,
著生杜鵑,Rhododendron kawakamii,,,,,
西施花,Rhododendron leptosanthum,,,,,
守城滿山紅;馬禮士杜鵑,Rhododendron mariesii,,,,,
,Rhododendron nakaharae,,,,,
細葉杜鵑;志佳陽杜鵑;南湖大山杜鵑,Rhododendron noriakianum,,,,,
金毛杜鵑,Rhododendron oldhamii,,,,,
長卵葉馬銀花,Rhododendron ovatum var. lamprophyllum,,,,,
馬銀花,Rhododendron ovatum var. ovatum,,,,,
玉山杜鵑,Rhododendron pseudochrysanthum,,,,,
紅毛杜鵑,Rhododendron rubropilosum var. rubropilosum,,,,,
臺灣高山杜鵑,Rhododendron rubropilosum var. taiwanalpinum,,,,,
,Rhododendron sikayotaizanense,,,,,
唐杜鵑,Rhododendron simsii,,,,,
,Rhododendron tanakae,,,,,
,Rhododendron tashiroi,,,,,
,Rhododendron × pulchrum,,,,,
桃金孃,Rhodomyrtus tomentosa,,,,,
白點伴蘭;白肋角唇蘭,Rhomboda tokioi,,,,,
毛果竹葉菜;毛果網籽草,Rhopalephora scaberrima,,,,,
臺灣藤漆,Rhus ambigua,,,,,
鹽膚木;山鹽菁,Rhus chinensis,,,,,
羅氏鹽膚木;臺灣鹽麩子;山鹽青;埔鹽;山鹽菁,Rhus chinensis var. roxburghiana,,,,,
裏白漆,Rhus hypoleuca,,,,,
木蠟樹;野漆,Rhus succedanea,,,,,
安南漆;野漆樹;木蠟樹;東京漆,Rhus succedanea var. dumoutieri,,,,,
野漆樹,Rhus sylvestris,,,,,
,Rhus verniciflua,,,,,
全唇尖舌苣苔;尖舌草,Rhynchoglossum obliquum var. hologlossum,,,,,
小葉括根;小鹿霍,Rhynchosia minima,,,,,
小葉括根,Rhynchosia minima f. nuda,,,,,
絨葉括根;絨葉鹿藿,Rhynchosia rothii,,,,,
鹿藿,Rhynchosia volubilis,,,,,
秋分草,Rhynchospermum verticillatum,,,,,
白穗刺子莞;新竹莞;白?刺子莞,Rhynchospora alba,,,,,
華刺子莞,Rhynchospora chinensis,,,,,
白鷺莞,Rhynchospora colorata,,,,,
三儉草,Rhynchospora corymbosa,,,,,
馬來刺子莞,Rhynchospora malasica,,,,,
刺子莞,Rhynchospora rubra,,,,,
布朗氏莞,Rhynchospora rugosa subsp. brownii,,,,,
短梗同蕊草;短梗線柱苣苔,Rhynchotechum brevipedunculatum,,,,,
異色線柱苣苔;同蕊草,Rhynchotechum discolor,,,,,
羽裂線柱苣苔,Rhynchotechum discolor var. incisum,,,,,
羽裂同蕊草,Rhynchotechum discolor f. isum,,,,,
臺灣線柱苣苔;蓬萊同蕊草,Rhynchotechum formosanum,,,,,
臺灣茶藨子,Ribes formosanum,,,,,
巴西擬鴨舌?,Richardia brasiliensis,,,,,
鴨舌?;擬鴨舌?,Richardia scabra,,,,,
蓖麻,Ricinus communis,,,,,
珊瑚珠,Rivina humilis,,,,,
萬年青,Rohdea japonica var. watanabei,,,,,
瓣立樓林果,Rollinia mucosa,,,,,
奧地利葶藶,Rorippa austriaca,,,,,
廣東葶藶,Rorippa cantoniensis,,,,,
小葶藶,Rorippa dubia,,,,,
風花菜;雲南亞麻芥,Rorippa globosa,,,,,
葶藶,Rorippa indica,,,,,
濕生葶藶,Rorippa palustris,,,,,
歐亞葶藶,Rorippa sylvestris,,,,,
琉球野薔薇,Rosa bracteata var. bracteata,,,,,
濱野薔薇;碩苞薔薇,Rosa bracteata var. scabricaulis,,,,,
小果薔薇,Rosa cymosa,,,,,
金櫻子,Rosa laevigata,,,,,
光葉薔薇,Rosa luciae,,,,,
臺灣光葉薔薇,Rosa luciae var. rosea,,,,,
臺灣野薔薇,Rosa multiflora var. formosana,,,,,
太魯閣薔薇,Rosa pricei,,,,,
玫瑰,Rosa rugosa,,,,,
山薔薇,Rosa sambucina,,,,,
玉山野薔薇;玉山薔薇,Rosa sericea var. morrisonensis,,,,,
小金櫻,Rosa taiwanensis,,,,,
高山薔薇,Rosa transmorrisonensis,,,,,
,Rosmarinus officinalis,,,,,
水杉菜,Rotala hippuris,,,,,
印度節節菜,Rotala indica var. indica,,,,,
印度水豬母乳,Rotala indica var. uliginosa,,,,,
輪生葉水豬母乳,Rotala mexicana,,,,,
美洲水豬母乳,Rotala ramosior,,,,,
五蕊水豬母乳,Rotala rosea,,,,,
水豬母乳,Rotala rotundifolia,,,,,
玉里水豬母乳,Rotala taiwaniana,,,,,
瓦氏水豬母乳,Rotala wallichii,,,,,
羅氏草;筒軸茅,Rottboellia exaltata,,,,,
紅葉藤,Rourea minor,,,,,
大王椰子,Roystonea regia,,,,,
紅藤仔草;過山龍,Rubia akane var. akane,,,,,
直立紅藤草;東南茜草,Rubia akane var. erecta,,,,,
金劍草;林生茜草,Rubia lanceolata,,,,,
林氏茜草,Rubia linii,,,,,
掌狀野霍香;裂葉苦草,Rubiteucris palmata,,,,,
羽萼懸鉤子,Rubus alceifolius,,,,,
榿葉懸鉤子,Rubus alnifoliolatus,,,,,
周毛懸鉤子,Rubus amphidasys,,,,,
灰葉懸鉤子,Rubus arachnoideus,,,,,
寒莓,Rubus buergeri,,,,,
紅狹葉懸鉤子;交力坪懸鉤子;臺北懸鉤子;梣葉懸鉤子;紫萼懸鉤子;花蓮懸鉤子;鈴木氏懸鉤子,Rubus cardotii,,,,,
變葉懸鉤子,Rubus corchorifolius,,,,,
虎婆刺;刺梅;刺波仔,Rubus croceacanthus,,,,,
,Rubus croceacanthus × corchorifolius,,,,,
裂緣苞懸鉤子,Rubus flagelliflorus,,,,,
臺灣懸鉤子,Rubus formosensis,,,,,
梣葉懸鉤子,Rubus fraxinifoliolus,,,,,
蘭嶼榿葉懸鉤子,Rubus fraxinifolius,,,,,
,Rubus hirsutus,,,,,
裂葉懸鉤子,Rubus howii,,,,,
胡氏懸鉤子,Rubus hui,,,,,
桑葉懸鉤子,Rubus kawakamii,,,,,
高梁泡,Rubus lambertianus,,,,,
尾葉懸鉤子,Rubus lambertianus var. morii,,,,,
蘭嶼懸鉤子,Rubus lanyuensis,,,,,
細葉懸鉤子;霧社懸鉤子;南湖懸鉤子,Rubus linearifolius,,,,,
柳氏懸鉤子,Rubus liuii,,,,,
裏白懸鉤子,Rubus mesogaeus,,,,,
尾葉懸鉤子,Rubus morii,,,,,
粗毛懸鉤子,Rubus nagasawanus,,,,,
白絨懸鉤子,Rubus niveus,,,,,
小梣葉懸鉤子,Rubus parviaraliifolius,,,,,
紅梅消,Rubus parvifolius,,,,,
紅梅消,Rubus parvifolius var. parvifolius,,,,,
臺東紅梅消,Rubus parvifolius var. toapiensis,,,,,
小梣葉懸鉤子,Rubus parvifraxinifoliolus,,,,,
刺萼寒梅,Rubus pectinellus,,,,,
清水懸鉤子,Rubus pseudoacer subsp. flexuosus,,,,,
刺懸鉤子,Rubus pungens,,,,,
毛刺懸鉤子,Rubus pungens var. oldhamii,,,,,
刺懸鉤子,Rubus pungens var. pungens,,,,,
梨葉懸鉤子,Rubus pyrifolius,,,,,
李棟山懸鉤子,Rubus ritozanensis,,,,,
高山懸鉤子,Rubus rolfei,,,,,
刺莓;錫金懸鉤子,Rubus rosifolius,,,,,
,Rubus rosifolius × fraxinifolius,,,,,
玉里懸鉤子,Rubus rufus,,,,,
紅腺懸鉤子,Rubus sumatranus,,,,,
斯氏懸鉤子,Rubus swinhoei,,,,,
臺東刺花懸鉤子,Rubus taitoensis,,,,,
刺花懸鉤子,Rubus taitoensis var. aculeatiflorus,,,,,
臺東刺花懸鉤子,Rubus taitoensis var. taitoensis,,,,,
臺灣莓,Rubus taiwanicolus,,,,,
苦懸鉤子,Rubus trianthus,,,,,
,Rubus tsangorum,,,,,
鬼懸鉤子,Rubus wallichianus,,,,,
紫花蘆莉草,Ruellia brittoniana,,,,,
匍蘆利草,Ruellia prostrata,,,,,
蘆利草,Ruellia repens,,,,,
蔓枝蘆莉草,Ruellia squarrosa,,,,,
塊根蘆莉草;塊莖蘆莉草,Ruellia tuberosa,,,,,
塊根蘆利草,Ruellia tuberose,,,,,
酸模,Rumex acetosa,,,,,
小酸模,Rumex acetosella,,,,,
皺葉酸模,Rumex crispus,,,,,
皺葉酸模,Rumex crispus var. crispus,,,,,
羊蹄,Rumex crispus var. japonicus,,,,,
羊蹄,Rumex japonicus,,,,,
連明子,Rumex maritimus,,,,,
小果酸模,Rumex microcarpus,,,,,
小羊蹄,Rumex nipponicus,,,,,
大羊蹄,Rumex obtusifolius,,,,,
長刺酸模,Rumex trisetifer,,,,,
明萼草,Rungia chinensis,,,,,
臺灣明萼草,Rungia taiwanensis,,,,,
流蘇菜,Ruppia maritima,,,,,
翅實藤,Ryssopterys timoriensis,,,,,
粗紋頂蓋螺,Sabia acuta,,,,,
頂蓋螺,Sabia conica,,,,,
臺灣清風藤,Sabia swinhoei,,,,,
阿里山清風藤,Sabia transarisanensis,,,,,
斑茅,Saccharum arundinaceum,,,,,
細稈甘蔗,Saccharum barberi,,,,,
河王八,Saccharum narenga,,,,,
秀貴甘蔗,Saccharum officinarum,,,,,
新畿內亞野生蔗,Saccharum robustum,,,,,
甘蔗;中國蔗,Saccharum sinense,,,,,
甜根子草,Saccharum spontaneum,,,,,
囊穎草,Sacciolepis indica,,,,,
臺灣擬囊唇蘭,Saccolabiopsis taiwaniana,,,,,
假囊唇蘭,Saccolabiopsis viridiflora,,,,,
巒大雀梅藤,Sageretia randaiensis,,,,,
臺灣雀梅藤,Sageretia thea var. taiwaniana,,,,,
雀梅藤;臺灣雀梅藤;對角刺;牛鬃刺;鹿場雀梅藤,Sageretia theezans var. theezans,,,,,
瓜槌草;漆姑草,Sagina japonica,,,,,
